Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Outlet_Establishment_Year,Item_Sales
NS08,500,Low,Nuts,135,S003,Small,Micro Store C,2016,5265
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,1575
CR09,700,Regular,Cracker,140,V001,Medium,Micro Store - Main,2010,7140
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,2173
CH05,200,High,Chicharon,185,L002,Small,Micro Store B,2014,7215
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,1960
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,5000
BR01,400,Low,Bread,125,S003,Small,Micro Store C,2016,4375
CR08,1000,Regular,Cracker,150,S003,Small,Micro Store C,2016,2700
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,525
NS08,500,Low,Nuts,135,V001,Medium,Micro Store - Main,2010,1350
CH04,150,High,Chicharon,100,V001,Medium,Micro Store - Main,2010,4000
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,217
NS07,500,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,4200
NS12,500,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,4200
CR09,700,Regular,Cracker,140,L002,Small,Micro Store B,2014,4200
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2597
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,2550
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,1166
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,11840
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,2875
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,14500
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,3600
NS07,500,Low,Nuts,200,L002,Small,Micro Store B,2014,5600
NS08,500,Low,Nuts,135,V001,Medium,Micro Store - Main,2010,8235
NS12,500,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,1875
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,2565
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,1350
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,10800
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,2940
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,1643
NS12,500,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,2025
CR02,500,Regular,Cracker,98,L002,Small,Micro Store B,2014,4508
BR01,400,Low,Bread,125,S003,Small,Micro Store C,2016,3625
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,5586
CR08,1000,Regular,Cracker,150,S003,Small,Micro Store C,2016,6900
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,7625
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,224
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2385
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,4125
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,3445
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,7215
NS06,1000,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,6200
NS12,500,Low,Nuts,75,L002,Small,Micro Store B,2014,1875
NS13,150,Low,Nuts,75,L002,Small,Micro Store B,2014,375
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,385
CR11,25,Regular,Cracker,10,V001,Medium,Micro Store - Main,2010,340
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,5500
CR13,85,Regular,Cracker,13,L002,Small,Micro Store B,2014,442
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,4125
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,2250
CR10,25,Regular,Cracker,5,S003,Small,Micro Store C,2016,140
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,5100
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,4785
BI02,1660,Low,Biscuit,304,V001,Medium,Micro Store - Main,2010,3648
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,675
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,735
CH03,50,High,Chicharon,20,S003,Small,Micro Store C,2016,1180
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,480
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,2720
NS07,500,Low,Nuts,200,L002,Small,Micro Store B,2014,9600
CR05,1000,Regular,Cracker,180,L002,Small,Micro Store B,2014,2160
CR09,700,Regular,Cracker,140,L002,Small,Micro Store B,2014,3920
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,742
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,9990
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,3500
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,4125
BR02,480,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5250
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5125
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,2565
BR02,480,Low,Bread,125,L002,Small,Micro Store B,2014,3875
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2862
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,3750
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,4625
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,4880
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,705
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,70
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,4606
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,4875
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,3180
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,3895
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,4335
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,7750
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,4640
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,2014
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,7400
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,7750
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,5500
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,4140
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,7140
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,6845
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,465
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,9570
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,2544
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,2750
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,8125
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,2650
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,3610
NS05,500,Low,Nuts,90,S003,Small,Micro Store C,2016,4230
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,2520
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,3920
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,1855
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,6290
NS04,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,4845
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,765
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,308
BI01,2000,Low,Biscuit,310,S003,Small,Micro Store C,2016,17050
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,4000
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,8410
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,3125
NS11,500,Low,Nuts,100,V001,Medium,Micro Store - Main,2010,2800
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,3000
CR02,500,Regular,Cracker,98,L002,Small,Micro Store B,2014,1176
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2067
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,6000
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,17980
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,1325
CH05,200,High,Chicharon,185,L002,Small,Micro Store B,2014,4070
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,390
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,168
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,4320
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,2220
BI01,2000,Low,Biscuit,310,S003,Small,Micro Store C,2016,11470
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,5000
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,8400
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,2438
CH05,200,High,Chicharon,75,V001,Medium,Micro Store - Main,2010,4575
CH07,150,High,Chicharon,185,S003,Small,Micro Store C,2016,1295
CH06,200,High,Chicharon,15,S003,Small,Micro Store C,2016,195
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,1961
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,5400
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,1590
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,810
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,2250
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,7500
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,2560
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,2900
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,9620
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,413
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,8460
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,6440
BR01,400,Low,Bread,125,L002,Small,Micro Store B,2014,6375
CR08,1000,Regular,Cracker,150,V001,Medium,Micro Store - Main,2010,4050
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,315
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,11520
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,1666
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,3000
BR01,400,Low,Bread,125,S003,Small,Micro Store C,2016,1375
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,8325
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,3375
CR02,500,Regular,Cracker,98,S003,Small,Micro Store C,2016,4214
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,6860
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,5795
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,2520
CR09,700,Regular,Cracker,140,L002,Small,Micro Store B,2014,3360
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,1325
BR02,480,Low,Bread,125,L002,Small,Micro Store B,2014,5125
BR01,400,Low,Bread,125,L002,Small,Micro Store B,2014,2500
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,9250
CR08,1000,Regular,Cracker,150,V001,Medium,Micro Store - Main,2010,2850
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,6125
CR13,85,Regular,Cracker,290,S003,Small,Micro Store C,2016,5510
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,182
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,4350
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,2375
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,175
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,2173
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,2125
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,6500
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,7875
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,3800
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,954
CR014,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2067
CR02,500,Regular,Cracker,98,S003,Small,Micro Store C,2016,5782
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,7250
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5000
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,18560
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,4500
BI01,2000,Low,Biscuit,80,V001,Medium,Micro Store - Main,2010,1440
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,510
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,18270
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,6500
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,7830
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,3840
NS07,500,Low,Nuts,200,L002,Small,Micro Store B,2014,12400
NS08,500,Low,Nuts,135,S003,Small,Micro Store C,2016,6480
CR08,1000,Regular,Cracker,150,L002,Small,Micro Store B,2014,9300
CR09,700,Regular,Cracker,140,V001,Medium,Micro Store - Main,2010,7560
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,210
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,9900
CR16,85,Regular,Cracker,290,L002,Small,Micro Store B,2014,4930
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,540
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,245
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,3125
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,7830
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,8640
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,3038
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,5125
BR01,400,Low,Bread,125,S003,Small,Micro Store C,2016,6875
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,6625
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,3600
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,1900
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,1620
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,1800
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,1400
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,1007
NS12,500,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,3300
CR09,700,Regular,Cracker,140,L002,Small,Micro Store B,2014,7560
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2438
NS12,500,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,1425
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,5625
CR08,1000,Regular,Cracker,150,S003,Small,Micro Store C,2016,5550
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,405
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,2385
CR08,1000,Regular,Cracker,150,V001,Medium,Micro Store - Main,2010,9450
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,2280
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,7250
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,6000
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,435
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,3610
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,5800
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,1200
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,3233
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,2750
BR01,400,Low,Bread,125,V001,Medium,Micro Store - Main,2010,2000
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,2975
BR02,480,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1625
CR09,700,Regular,Cracker,140,L002,Small,Micro Store B,2014,2240
NS12,500,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,1950
CR02,500,Regular,Cracker,98,S003,Small,Micro Store C,2016,2450
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,6375
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,330
CR02,500,Regular,Cracker,98,L002,Small,Micro Store B,2014,2744
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,4800
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,2850
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,3250
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,7250
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,119
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,765
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,7125
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,371
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,231
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,7250
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,4500
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,1105
CH05,200,High,Chicharon,185,L002,Small,Micro Store B,2014,6845
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,105
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,5795
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,7250
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,945
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,3420
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,7125
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,1643
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,3625
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,450
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,3750
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,4465
CR15,25,Regular,Cracker,7,L002,Small,Micro Store B,2014,175
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,225
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,6175
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,1445
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,3895
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,4375
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,4000
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,4000
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,570
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,270
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,3895
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,5250
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,4000
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,4250
NS11,500,Low,Nuts,100,S003,Small,Micro Store C,2016,3100
NS08,500,Low,Nuts,135,S003,Small,Micro Store C,2016,7020
CH04,150,High,Chicharon,100,V001,Medium,Micro Store - Main,2010,1400
NS06,1000,Low,Nuts,200,S003,Small,Micro Store C,2016,4600
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,7830
CH08,500,High,Chicharon,100,S003,Small,Micro Store C,2016,3100
NS13,150,Low,Nuts,75,L002,Small,Micro Store B,2014,3225
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,595
BI02,1660,Low,Biscuit,304,L002,Small,Micro Store B,2014,6688
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,2720
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,6800
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,2610
CH01,1000,High,Chicharon,190,L002,Small,Micro Store B,2014,8740
BI01,2000,Low,Biscuit,310,S003,Small,Micro Store C,2016,17360
NS13,150,Low,Nuts,75,L002,Small,Micro Store B,2014,1500
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,7375
NS04,500,Low,Nuts,85,S003,Small,Micro Store C,2016,2890
BI02,1660,Low,Biscuit,304,S003,Small,Micro Store C,2016,8208
NS02,500,Low,Nuts,85,L002,Small,Micro Store B,2014,3995
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,2000
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,1120
CR01,85,Regular,Cracker,20,S003,Small,Micro Store C,2016,340
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,780
BR03,450,Low,Bread,125,L002,Small,Micro Store B,2014,8000
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,357
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,5096
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,5250
BR01,400,Low,Bread,125,S003,Small,Micro Store C,2016,6125
CR08,1000,Regular,Cracker,150,V001,Medium,Micro Store - Main,2010,5400
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,6750
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,287
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,8280
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,1568
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,1625
BR01,400,Low,Bread,125,S003,Small,Micro Store C,2016,7250
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,10800
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,2000
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,2175
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,7215
BR01,400,Low,Bread,125,L002,Small,Micro Store B,2014,5125
CR08,1000,Regular,Cracker,150,V001,Medium,Micro Store - Main,2010,4500
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5375
CR13,85,Regular,Cracker,290,S003,Small,Micro Store C,2016,7250
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,448
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,780
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,6250
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,8990
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,5040
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,975
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,4350
CR16,85,Regular,Cracker,290,L002,Small,Micro Store B,2014,1450
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,6875
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,8990
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,2160
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,392
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,7560
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,4900
